IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi5g00770.1|pacid:21824647	-2.530005594	1.589866606	0.588781855	-4.297016921	1.73E-05	0.000147853	"GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0008270,GO:0016818"	Helicase protein with RING/U-box domain	expressed protein
bradi5g00910.1|pacid:21824463	1.574651347	10.60480622	0.443444648	3.550953548	0.000383838	0.00221591			
bradi5g00947.1|pacid:21826462	-1.803713536	1.274524309	0.583664332	-3.090326812	0.001999364	0.008938492	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 79, subfamily B, polypeptide 2"	"cytochrome P450, putative, expressed"
bradi5g00970.1|pacid:21825495	-1.664274823	119.6413754	0.535865856	-3.105767618	0.001897858	0.008560311	"GO:0016829,GO:0008152,GO:0000287,GO:0010333"	terpene synthase 02	"terpene synthase, putative, expressed"
bradi5g00980.1|pacid:21826693	-1.059948774	108.6727786	0.376987746	-2.811626601	0.004929169	0.018735208	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 79, subfamily B, polypeptide 2"	"cytochrome P450, putative, expressed"
bradi5g01030.1|pacid:21825821	1.22607931	28.65583541	0.322199817	3.805338322	0.00014161	0.000933718		Protein of unknown function (DUF594)	expressed protein
bradi5g01135.1|pacid:21824771	4.006708617	142.4729711	0.383852366	10.43815012	1.66E-25	2.00E-23		Pectin lyase-like superfamily protein	"pectate lyase precursor, putative, expressed"
bradi5g01150.2|pacid:21826735	1.618833952	18.08278227	0.38549749	4.199337202	2.68E-05	0.000217351		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	"LTPL50 - Protease inhibitor/seed storage/LTP family protein precursor, putative, expressed"
bradi5g01180.1|pacid:21825393	-1.256269176	275.8440538	0.246227656	-5.102063655	3.36E-07	4.28E-06	GO:0005515	pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein	"CBS domain containing membrane protein, putative, expressed"
bradi5g01200.1|pacid:21825562	1.432273613	0.835788667	0.583151582	2.456091447	0.014045741	0.043838526	GO:0016884	fatty acid amide hydrolase	"amidase family protein, putative, expressed"
bradi5g01900.1|pacid:21826048	-1.792881861	58.0199364	0.42996479	-4.169834143	3.05E-05	0.000242213	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"basic helix-loop-helix family protein, putative, expressed"
bradi5g01936.1|pacid:21826700	1.734381011	84.48409364	0.233728037	7.42050905	1.17E-13	4.25E-12	"GO:0043531,GO:0006915,GO:0005524"	LRR and NB-ARC domains-containing disease resistance protein	"disease resistance protein RGA3, putative, expressed"
bradi5g02010.1|pacid:21826468	1.657470004	246.7103857	0.258004197	6.424197825	1.33E-10	3.11E-09	"GO:0005524,GO:0016887,GO:0016020"	white-brown complex homolog protein 11	"white-brown complex homolog protein 11, putative, expressed"
bradi5g02020.1|pacid:21825714	1.199479452	73.56986453	0.228694977	5.244887605	1.56E-07	2.13E-06			
bradi5g02180.1|pacid:21824147	2.471986751	65.88821077	0.290331444	8.514361084	1.68E-17	9.67E-16		Protein of unknown function (DUF594)	expressed protein
bradi5g02190.1|pacid:21823867	1.797364135	32.52711765	0.276041288	6.51121485	7.45E-11	1.81E-09	"GO:0055085,GO:0016021"	Major facilitator superfamily protein	expressed protein
bradi5g02367.1|pacid:21826269	1.194893319	10.84947343	0.493115396	2.423151515	0.015386508	0.047004941	"GO:0043531,GO:0006915,GO:0005524"	NB-ARC domain-containing disease resistance protein	"NB-ARC domain containing protein, expressed"
bradi5g02400.3|pacid:21824033	-1.088391687	240.3575194	0.317855435	-3.424172022	0.000616676	0.003313897		Phosphoglycerate mutase family protein	"phosphoglycerate mutase, putative, expressed"
bradi5g02780.1|pacid:21826008	-1.138115522	21.14112676	0.256953426	-4.429267746	9.46E-06	8.68E-05	"GO:0016758,GO:0008152"	UDP-glucosyltransferase 74F2	"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
bradi5g02860.1|pacid:21824158	1.201243281	6.600249872	0.464134995	2.588133394	0.00964976	0.032475187	"GO:0043531,GO:0006915,GO:0005524"	LRR and NB-ARC domains-containing disease resistance protein	"disease resistance RPP13-like protein 1, putative, expressed"
bradi5g02920.1|pacid:21825691	-1.744633311	41.11977616	0.295138495	-5.911236057	3.40E-09	6.40E-08		Transmembrane amino acid transporter family protein	"transmembrane amino acid transporter protein, putative, expressed"
bradi5g03110.1|pacid:21824420	-1.209482174	33.88839209	0.192707154	-6.276270235	3.47E-10	7.66E-09	"GO:0043531,GO:0006915,GO:0005524"	NB-ARC domain-containing disease resistance protein	"disease resistance protein RPM1, putative, expressed"
bradi5g03550.1|pacid:21824335	1.25924105	14.40930533	0.444896396	2.83041414	0.004648779	0.017862097	"GO:0004672,GO:0005524,GO:0006468"	wall associated kinase 5	"OsWAK121 - OsWAK receptor-like protein kinase, expressed"
bradi5g03876.1|pacid:21824569	-2.245198159	3.488062086	0.529261724	-4.242132122	2.21E-05	0.00018308			
bradi5g03897.1|pacid:21825930	1.27214424	10.85630008	0.39908424	3.187658427	0.001434299	0.006769533	"GO:0004672,GO:0005524,GO:0006468"	cysteine-rich RLK (RECEPTOR-like protein kinase) 23	"TKL_IRAK_DUF26-la.5 - DUF26 kinases have homology to DUF26 containing loci, expressed"
bradi5g03960.1|pacid:21824978	-2.352341501	38.2878758	0.256675441	-9.164653596	4.97E-20	3.73E-18	"GO:0004672,GO:0005524,GO:0006468,GO:0005515"	Leucine-rich repeat protein kinase family protein	"receptor kinase, putative, expressed"
bradi5g04130.1|pacid:21824295	-1.847929331	16.13984647	0.330574675	-5.590051108	2.27E-08	3.66E-07	"GO:0008270,GO:0016491,GO:0055114"	cinnamyl alcohol dehydrogenase 9	"dehydrogenase, putative, expressed"
bradi5g04560.1|pacid:21825674	-2.426013243	215.4580841	0.25275516	-9.598273851	8.13E-22	7.16E-20	"GO:0046872,GO:0030001"	Heavy metal transport/detoxification superfamily protein 	"heavy metal-associated domain containing protein, expressed"
bradi5g04620.1|pacid:21824583	1.366353661	7.947185382	0.48245469	2.832087014	0.004624526	0.017800097			expressed protein
bradi5g04660.1|pacid:21824963	1.035686509	11.77251174	0.351358432	2.947663734	0.003201851	0.013237986	GO:0005515	Transducin/WD40 repeat-like superfamily protein	"WD domain, G-beta repeat domain containing protein, expressed"
bradi5g05180.1|pacid:21826188	1.809126491	45.33771171	0.304038132	5.9503276	2.68E-09	5.12E-08		Uncharacterised protein family (UPF0497)	"membrane associated DUF588 domain containing protein, putative, expressed"
bradi5g05430.1|pacid:21826522	-1.809815852	449.7367749	0.26569695	-6.811579321	9.65E-12	2.71E-10	GO:0004425	Aldolase-type TIM barrel family protein	"indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
bradi5g05668.1|pacid:21824473	-1.803415215	7.807099998	0.422570205	-4.267729225	1.97E-05	0.000165579	"GO:0005524,GO:0016820,GO:0015991,GO:0033178,GO:0046933,GO:0046961,GO:0015992,GO:0046034,GO:0016469"	ATP synthase subunit beta	"ATP synthase subunit beta, putative, expressed"
bradi5g06377.1|pacid:21825640	-1.191919493	153.365039	0.25394593	-4.693595565	2.68E-06	2.81E-05	"GO:0016758,GO:0008152"	UDP-Glycosyltransferase superfamily protein	"cytokinin-O-glucosyltransferase 2, putative, expressed"
bradi5g06870.1|pacid:21826057	-4.08524315	7.27700704	0.551254474	-7.410811782	1.26E-13	4.55E-12	"GO:0006887,GO:0000145"	exocyst subunit exo70 family protein H6	"exo70 exocyst complex subunit domain containing protein, expressed"
bradi5g07080.1|pacid:21825187	-1.170680278	276.7000626	0.166163856	-7.045336503	1.85E-12	5.78E-11	"GO:0016491,GO:0055114,GO:0008270"	"Oxidoreductase, zinc-binding dehydrogenase family protein"	"dehydrogenase, putative, expressed"
bradi5g07150.1|pacid:21824137	-1.133240288	283.1312459	0.148089538	-7.652399354	1.97E-14	7.90E-13	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi5g07300.1|pacid:21825310	-1.294467656	411.9941814	0.317595859	-4.075832911	4.58E-05	0.000347804	GO:0031072	DnaJ domain ;Myb-like DNA-binding domain	"MYB family transcription factor, putative, expressed"
bradi5g07430.1|pacid:21826610	-2.706565527	16.64021643	0.326450624	-8.290887884	1.12E-16	5.92E-15			expressed protein
bradi5g07650.1|pacid:21825892	-1.089753387	13.85094281	0.324014074	-3.363290289	0.000770193	0.004011102	"GO:0006511,GO:0007275,GO:0005634"	Protein with RING/U-box and TRAF-like domains	"seven in absentia protein family protein, putative, expressed"
bradi5g07750.1|pacid:21826208	1.927331462	30.576965	0.419188079	4.597772592	4.27E-06	4.27E-05	GO:0005515	SNF1-related protein kinase regulatory subunit gamma 1	"CBS domain containing membrane protein, putative, expressed"
bradi5g07780.1|pacid:21824613	-2.417245449	6.646739208	0.429670038	-5.625818042	1.85E-08	3.02E-07			expressed protein
bradi5g07830.1|pacid:21826414	-1.85457203	31.40592719	0.348656226	-5.31919952	1.04E-07	1.46E-06			
bradi5g07860.1|pacid:21826400	2.246019154	2.085956496	0.590053884	3.806464486	0.000140968	0.000930263			expressed protein
bradi5g08150.1|pacid:21823895	2.386642005	11.4399296	0.412530175	5.785375584	7.24E-09	1.28E-07			expressed protein
bradi5g08167.3|pacid:21825676	-1.146021177	301.144798	0.285401383	-4.015471701	5.93E-05	0.00043631	"GO:0005515,GO:0005634,GO:0003677,GO:0030528,GO:0006355,GO:0005516"	Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains	"calmodulin-binding transcription activator 4, putative, expressed"
bradi5g08220.1|pacid:21825505	1.42574876	128.6215107	0.165201355	8.630369635	6.12E-18	3.80E-16	"GO:0000287,GO:0030976,GO:0003824"	chlorsulfuron/imidazolinone resistant 1	"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
bradi5g08340.1|pacid:21825615	1.887591791	16.024686	0.493770384	3.822812893	0.000131938	0.00087831	"GO:0016597,GO:0008152"	ACT domain repeat 4	"ACT domain containing protein, expressed"
bradi5g08460.1|pacid:21824733	1.462275597	2.654302589	0.540937544	2.703224453	0.006867036	0.024626009	GO:0016787	nudix hydrolase homolog 13	"hydrolase, NUDIX family, domain containing protein, expressed"
bradi5g08560.1|pacid:21826172	-1.152110243	26.96603997	0.353602612	-3.25820626	0.001121189	0.005534526		Cysteine proteinases superfamily protein	"OTU-like cysteine protease family protein, putative, expressed"
bradi5g08600.1|pacid:21824130	1.258550834	216.4526413	0.208305626	6.041847531	1.52E-09	3.07E-08		Homeodomain-like superfamily protein	"transcription factor, putative, expressed"
bradi5g08620.1|pacid:21825101	-1.019014547	14.88052348	0.287418529	-3.545403109	0.000392013	0.002251907	"GO:0004185,GO:0006508"	serine carboxypeptidase-like 45	"OsSCP24 - Putative Serine Carboxypeptidase homologue, expressed"
bradi5g08650.1|pacid:21826316	-2.253959957	95.15887316	0.345794399	-6.518208408	7.12E-11	1.74E-09	GO:0005515	jasmonate-zim-domain protein 10	"zinc-finger protein, putative, expressed"
bradi5g08790.1|pacid:21826243	-1.305712064	64.57381666	0.349489885	-3.736051087	0.000186933	0.001189068		SBP (S-ribonuclease binding protein) family protein	"protein binding protein, putative, expressed"
bradi5g08907.1|pacid:21824535	-1.359648106	228.9667026	0.196158627	-6.931370438	4.17E-12	1.23E-10		Protein of unknown function (DUF1624)	"heparan-alpha-glucosaminide N-acetyltransferase, putative, expressed"
bradi5g08950.1|pacid:21825976	-1.806483656	3.686154648	0.524391967	-3.444910998	0.000571247	0.003113859			expressed protein
bradi5g09310.1|pacid:21825449	-1.789185591	26.65096039	0.584635013	-3.060346285	0.002210812	0.009723041			expressed protein
bradi5g09400.1|pacid:21825937	1.25950219	6.359532986	0.463778726	2.715739467	0.006612793	0.023870394	GO:0005576	microfibrillar-associated protein-related	"microfibrillar-associated protein 1, putative, expressed"
bradi5g09410.2|pacid:21825865	1.860119778	45.47541475	0.238571532	7.796905858	6.34E-15	2.71E-13			expressed protein
bradi5g09420.1|pacid:21824310	-2.015077436	46.92240428	0.444559216	-4.53275371	5.82E-06	5.66E-05		cell wall invertase 2	"glycosyl hydrolases, putative, expressed"
bradi5g09517.1|pacid:21825200	3.078989816	24.07916313	0.383821918	8.021922848	1.04E-15	4.89E-14		F-box family protein	"OsFBX132 - F-box domain containing protein, expressed"
bradi5g09947.1|pacid:21826251	-1.958635484	3.687326064	0.568704688	-3.444029081	0.000573114	0.003121447	GO:0016020	nodulin MtN21 /EamA-like transporter family protein	"integral membrane protein DUF6 containing protein, expressed"
bradi5g10017.1|pacid:21825690	-1.216413369	25.11738557	0.440300629	-2.762688238	0.005732749	0.021245402	"GO:0055114,GO:0004497"	FAD/NAD(P)-binding oxidoreductase family protein	"FAD binding domain containing protein, expressed"
bradi5g10130.1|pacid:21825107	-1.171705262	1689.861581	0.285725789	-4.100803311	4.12E-05	0.000315882	"GO:0016760,GO:0030244,GO:0016020"	cellulose synthase-like B4	"CSLH1 - cellulose synthase-like family H, expressed"
bradi5g10177.1|pacid:21824404	-1.398275158	10.05449863	0.577566542	-2.420976729	0.015478868	0.047228613		PLC-like phosphodiesterases superfamily protein	"phospholipase C, putative, expressed"
bradi5g10470.1|pacid:21823844	-1.280032473	7.104321806	0.492685179	-2.598073836	0.009374833	0.031717597		homeobox protein 21	"ZF-HD protein dimerisation region containing protein, expressed"
bradi5g10570.1|pacid:21824271	-2.68792482	165.5894194	0.313927638	-8.562243321	1.11E-17	6.58E-16	GO:0005515	Glutathione S-transferase family protein	"glutathione S-transferase, putative, expressed"
bradi5g10590.1|pacid:21825712	-1.179277609	35.31313947	0.296644803	-3.975386039	7.03E-05	0.000504876			expressed protein
bradi5g10610.3|pacid:21826056	1.603001022	4.097965881	0.521522312	3.073695957	0.002114248	0.00936093	GO:0045454	PDI-like 1-2	"OsPDIL1-2  protein disulfide isomerase PDIL1-2, expressed"
bradi5g10670.1|pacid:21824827	-1.023256399	588.0721144	0.209341331	-4.887980761	1.02E-06	1.18E-05	"GO:0004672,GO:0005524,GO:0006468"	mitogen-activated protein kinase kinase kinase 3	"STE_MEKK_ste11_MAP3K.16 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
bradi5g10860.1|pacid:21826041	-2.9876925	1163.33323	0.361696825	-8.260212132	1.45E-16	7.43E-15	"GO:0006950,GO:0009415"	cold-regulated 47	"dehydrin, putative, expressed"
bradi5g10954.1|pacid:21825994	1.463321878	5.685768037	0.454455113	3.219948103	0.001282138	0.006180599		Tetratricopeptide repeat (TPR)-like superfamily protein	"pentatricopeptide, putative, expressed"
bradi5g11010.1|pacid:21826604	1.575900824	5.231747262	0.496126936	3.176406499	0.001491118	0.007004211		Pentatricopeptide repeat (PPR) superfamily protein	"PPR repeat domain containing protein, putative, expressed"
bradi5g11020.1|pacid:21824217	1.359668832	2.687630408	0.547480599	2.483501395	0.013009782	0.041237689		Protein of unknown function (DUF567)	"DUF567 domain containing protein, putative, expressed"
bradi5g11030.1|pacid:21826204	1.485767054	3.803742811	0.525643174	2.826569672	0.004704951	0.018035661			expressed protein
bradi5g11230.1|pacid:21823838	-1.487895835	94.25395336	0.387933764	-3.835437831	0.000125341	0.000838352	"GO:0016758,GO:0008152"	UDP-glucosyl transferase 85A2	"cytokinin-O-glucosyltransferase 2, putative, expressed"
bradi5g11240.1|pacid:21824434	1.09683562	648.3694754	0.128354998	8.545328452	1.28E-17	7.60E-16	"GO:0005524,GO:0044267"	TCP-1/cpn60 chaperonin family protein	expressed protein
bradi5g11320.1|pacid:21826379	-1.174009702	7.880533072	0.350781616	-3.346839308	0.000817386	0.004223445		"Protein of unknown function, DUF538"	"DUF538 domain containing protein, putative, expressed"
bradi5g11370.2|pacid:21826385	-2.04768909	484.7270228	0.167645506	-12.21439896	2.60E-34	5.84E-32		smr (Small MutS Related) domain-containing protein	"DUF1771 domain containing protein, putative, expressed"
bradi5g11590.1|pacid:21824584	-1.810960842	156.9173838	0.15950339	-11.35374514	7.11E-30	1.18E-27	"GO:0016702,GO:0046872,GO:0055114,GO:0005515"	lipoxygenase 3	"lipoxygenase protein, putative, expressed"
bradi5g11630.1|pacid:21826694	-2.557889267	85.06699101	0.257299444	-9.941293394	2.75E-23	2.81E-21	"GO:0055114,GO:0016491"	NAD(P)-linked oxidoreductase superfamily protein	"oxidoreductase, aldo/keto reductase family protein, putative, expressed"
bradi5g11820.1|pacid:21826717	-2.420028651	6.551485452	0.437326366	-5.533690261	3.14E-08	4.92E-07			expressed protein
bradi5g11840.1|pacid:21825114	-1.23226421	351.5695224	0.352783061	-3.492980097	0.000477662	0.002664809			"serine hydrolase domain containing protein, expressed"
bradi5g11880.1|pacid:21825514	-2.078357918	28.3415445	0.221929662	-9.364939773	7.61E-21	6.08E-19		RING/U-box superfamily protein	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi5g11970.1|pacid:21826598	-3.06166538	8.946974228	0.434908942	-7.039784851	1.93E-12	5.98E-11			expressed protein
bradi5g12205.1|pacid:21826054	1.043460041	14.94199272	0.378380411	2.757701004	0.005820941	0.021511653	GO:0003840	gamma-glutamyl transpeptidase 1	"gamma-glutamyltranspeptidase 1 precursor, putative, expressed"
bradi5g12280.1|pacid:21823856	1.934170418	94.95328344	0.287391432	6.730090759	1.70E-11	4.58E-10	"GO:0016853,GO:0005975,GO:0019318"	Galactose mutarotase-like superfamily protein	"aldose 1-epimerase, putative, expressed"
bradi5g12290.1|pacid:21825902	1.18782787	6.102734284	0.462560488	2.567940631	0.010230468	0.034109623		galacturonosyltransferase 7	"glycosyl transferase, family 8, putative, expressed"
bradi5g12335.1|pacid:21823902	1.032329477	9.120900427	0.368762951	2.799439245	0.005119145	0.019323328			"alpha-hemolysin, putative, expressed"
bradi5g12460.1|pacid:21825466	-1.0033712	17.00076208	0.284690898	-3.524423175	0.000424406	0.002410625		PLAC8 family protein	"uncharacterized Cys-rich domain containing protein, putative, expressed"
bradi5g12510.2|pacid:21824724	1.317016634	428.533221	0.233412767	5.642436156	1.68E-08	2.76E-07	GO:0019904	general regulatory factor 7	"14-3-3 protein, putative, expressed"
bradi5g12547.1|pacid:21825496	1.505922711	28.15709275	0.229025034	6.575362892	4.85E-11	1.21E-09		"Protein of unknown function, DUF593"	"DUF593 domain containing protein, expressed"
bradi5g12557.1|pacid:21824077	2.394922749	4.088121652	0.529908771	4.519500108	6.20E-06	5.98E-05		Pentatricopeptide repeat (PPR) superfamily protein	"pentatricopeptide, putative, expressed"
bradi5g12590.1|pacid:21824884	1.01754065	23.07822014	0.282013965	3.608121504	0.000308422	0.001830317			expressed protein
bradi5g12710.1|pacid:21824988	-2.363269887	7.95404474	0.402064095	-5.877843645	4.16E-09	7.71E-08	"GO:0004601,GO:0020037,GO:0006979,GO:0055114"	Peroxidase superfamily protein	"peroxidase precursor, putative, expressed"
bradi5g12970.1|pacid:21824193	1.536285123	14.41361352	0.377839318	4.065974736	4.78E-05	0.000360761		Tetratricopeptide repeat (TPR)-like superfamily protein	"pentatricopeptide, putative, expressed"
bradi5g13010.1|pacid:21825737	1.76853347	49.43606402	0.228715434	7.732462287	1.05E-14	4.39E-13			
bradi5g13197.1|pacid:21825763	1.363128022	20.32335796	0.267275352	5.10008877	3.39E-07	4.32E-06			"OsFBDUF22 - F-box and DUF domain containing protein, expressed"
bradi5g13370.1|pacid:21826093	1.031564404	32.5536272	0.204251686	5.050457221	4.41E-07	5.46E-06	GO:0008270	FAR1-related sequence 6	"SWIM zinc finger family protein, putative, expressed"
bradi5g13420.1|pacid:21826091	-2.428607396	10.47902561	0.501124724	-4.846313266	1.26E-06	1.42E-05			
bradi5g13537.1|pacid:21825462	1.183176857	73.02446926	0.24029058	4.923941908	8.48E-07	9.94E-06		Tetratricopeptide repeat (TPR)-like superfamily protein	"pentatricopeptide, putative, expressed"
bradi5g13560.1|pacid:21825234	1.735527614	9.099769198	0.364724166	4.758466192	1.95E-06	2.12E-05	"GO:0004553,GO:0005975"	Cellulase (glycosyl hydrolase family 5) protein	"glycosyl hydrolase family 5 protein, putative, expressed"
bradi5g13570.1|pacid:21826107	1.029590302	842.6751155	0.15009837	6.85943691	6.91E-12	1.97E-10		seed imbibition 2	"uncharacterized glycosyltransferase, putative, expressed"
bradi5g13590.1|pacid:21824401	1.144803752	27.65618647	0.252100444	4.541062019	5.60E-06	5.45E-05	"GO:0004719,GO:0006464"	protein-l-isoaspartate methyltransferase 1	"protein-L-isoaspartate O-methyltransferase, putative, expressed"
bradi5g13650.1|pacid:21826568	1.525086246	18.96250353	0.274654436	5.552745723	2.81E-08	4.46E-07	GO:0005515	IQ-domain 21	"IQ calmodulin-binding motif family protein, putative, expressed"
bradi5g13780.1|pacid:21824607	1.39434727	156.0603734	0.288456189	4.833826849	1.34E-06	1.50E-05	"GO:0031625,GO:0006511,GO:0031461"	anaphase-promoting complex/cyclosome 2	"cullin family domain containing protein, putative, expressed"
bradi5g13900.1|pacid:21826348	1.044490918	35.83251661	0.297579308	3.509958154	0.000448177	0.002527463		Homeodomain-like superfamily protein	"MYB family transcription factor, putative, expressed"
bradi5g14170.1|pacid:21823952	-1.306584082	132.8732678	0.135878376	-9.615835317	6.86E-22	6.12E-20	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"STRUBBELIG-RECEPTOR FAMILY 8 precursor, putative, expressed"
bradi5g14180.1|pacid:21825239	-1.754150727	25.44535891	0.30579263	-5.736406159	9.67E-09	1.67E-07	"GO:0005351,GO:0008643,GO:0000139,GO:0016021"	UDP-galactose transporter 6	"nucleotide-sugar transporter family protein, putative, expressed"
bradi5g14260.1|pacid:21825630	-1.024130837	247.1367029	0.161522909	-6.340468025	2.29E-10	5.20E-09		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"ethylene-responsive protein related, putative, expressed"
bradi5g14280.2|pacid:21826309	-1.127741134	960.3857618	0.306184824	-3.683203882	0.000230321	0.001425101	"GO:0008270,GO:0005622"	B-box zinc finger family protein	"B-box zinc finger family protein, putative, expressed"
bradi5g14290.1|pacid:21824798	1.058105075	20.82769298	0.24385995	4.338986678	1.43E-05	0.000124793	GO:0003723	RNA-binding CRS1 / YhbY (CRM) domain protein	"CRS1/YhbY domain containing protein, putative, expressed"
bradi5g14297.1|pacid:21826199	-1.935763917	143.5328866	0.336170878	-5.758273677	8.50E-09	1.48E-07		Calcium-binding EF-hand family protein	"OsCML22 - Calmodulin-related calcium sensor protein, expressed"
bradi5g14320.1|pacid:21826184	-1.739508143	223.6568826	0.262255044	-6.632887269	3.29E-11	8.45E-10		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	expressed protein
bradi5g14360.1|pacid:21825240	1.02208992	97.69298695	0.220536097	4.634569737	3.58E-06	3.64E-05	"GO:0005097,GO:0032313,GO:0005622"	Ypt/Rab-GAP domain of gyp1p superfamily protein	"TBC domain containing protein, expressed"
bradi5g14367.1|pacid:21826356	2.241831065	1277.025506	0.231257169	9.694104091	3.19E-22	2.96E-20	"GO:0022857,GO:0055085,GO:0016021"	inositol transporter 1	"transporter family protein, putative, expressed"
bradi5g14580.1|pacid:21825666	-1.295712715	164.2148589	0.222709495	-5.817950043	5.96E-09	1.07E-07	"GO:0004553,GO:0005975"	Six-hairpin glycosidases superfamily protein	"endoglucanase, putative, expressed"
bradi5g14870.3|pacid:21826733	3.241272798	912.6402316	0.168814437	19.20021094	3.69E-82	9.09E-79	GO:0005515	Leucine-rich repeat family protein	"regulatory subunit, putative, expressed"
bradi5g15000.4|pacid:21824758	1.292132847	22.14288493	0.360782246	3.581475697	0.000341659	0.002001681		Plant protein of unknown function (DUF869)	"plant protein of unknown function DUF869 domain containing protein, expressed"
bradi5g15040.1|pacid:21824735	1.41526085	13.1868863	0.370574722	3.819097111	0.000133941	0.000889845		Plant protein of unknown function (DUF247)	"plant protein of unknown function domain containing protein, expressed"
bradi5g15050.1|pacid:21826587	1.69486006	112.1610791	0.142909839	11.8596457	1.92E-32	3.82E-30		VIER F-box proteine 1	"OsFBL19 - F-box domain and LRR containing protein, expressed"
bradi5g15060.1|pacid:21825544	1.583508014	19.01573438	0.334425027	4.735016476	2.19E-06	2.34E-05	"GO:0016758,GO:0008152"	UDP-Glycosyltransferase superfamily protein	"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
bradi5g15090.1|pacid:21824534	-1.655994868	9.297954527	0.515111245	-3.214829583	0.00130522	0.006263659	GO:0016020	Serinc-domain containing serine and sphingolipid biosynthesis protein	"TMS membrane protein/tumour differentially expressed protein, putative, expressed"
bradi5g15220.1|pacid:21826121	-1.092210583	634.96775	0.237559611	-4.597627431	4.27E-06	4.27E-05	"GO:0009055,GO:0015035,GO:0045454"	Glutaredoxin family protein	"OsGrx_C2.2 - glutaredoxin subgroup I, expressed"
bradi5g15323.1|pacid:21825683	1.307847238	6.598354636	0.448638487	2.915147219	0.003555208	0.014423986			
bradi5g15540.1|pacid:21823941	1.601967103	1703.107073	0.119388906	13.41805661	4.74E-41	1.53E-38	"GO:0004553,GO:0005975"	beta-glucosidase 47	"Os4bglu16 - monolignol beta-glucoside homologue, expressed"
bradi5g15710.1|pacid:21824377	-1.447297869	223.8313995	0.448372345	-3.227892809	0.001247057	0.006038864	"GO:0030170,GO:0009058,GO:0016829,GO:0006520,GO:0016740"	threonine aldolase 1	"L-allo-threonine aldolase, putative, expressed"
bradi5g15760.1|pacid:21826087	-1.913971653	83.8130915	0.367393885	-5.209590386	1.89E-07	2.53E-06	GO:0003677	myb domain protein 15	"MYB family transcription factor, putative, expressed"
bradi5g15830.1|pacid:21825502	-1.17057103	217.4092912	0.370520905	-3.159257719	0.001581716	0.007363184	"GO:0016841,GO:0009058"	PHE ammonia lyase 1	"phenylalanine ammonia-lyase, putative, expressed"
bradi5g15850.1|pacid:21823865	-1.198516693	23.27599503	0.312765304	-3.832000158	0.000127106	0.000849006		Nucleotide/sugar transporter family protein	"transporter-related, putative, expressed"
bradi5g15950.1|pacid:21823848	2.203525234	50.9179478	0.309905452	7.110314517	1.16E-12	3.70E-11		"Protein of unknown function, DUF584"	"DUF584 domain containing protein, putative, expressed"
bradi5g15970.1|pacid:21826702	-1.231669999	355.7943774	0.34556467	-3.564224315	0.000364934	0.002116058	"GO:0005215,GO:0006810,GO:0016020"	plasma membrane intrinsic protein 2	"aquaporin protein, putative, expressed"
bradi5g16237.1|pacid:21826021	1.585209088	1.630907094	0.573302424	2.765048642	0.005691431	0.021114476	GO:0016747	HXXXD-type acyl-transferase family protein	"transferase family protein, putative, expressed"
bradi5g16320.1|pacid:21824883	-2.068259792	761.5143345	0.34564852	-5.983707929	2.18E-09	4.25E-08		Endosomal targeting BRO1-like domain-containing protein	expressed protein
bradi5g16330.1|pacid:21826104	-1.849583168	266.5123333	0.283436594	-6.525562363	6.77E-11	1.67E-09		Mitochondrial substrate carrier family protein	"mitochondrial carrier protein, putative, expressed"
bradi5g16540.1|pacid:21824635	1.044222773	256.5973528	0.135171695	7.725158525	1.12E-14	4.63E-13		RING membrane-anchor 1	"zinc finger, C3HC4 type domain containing protein, expressed"
bradi5g16570.1|pacid:21826407	-1.069376858	85.56828178	0.2262072	-4.727421834	2.27E-06	2.42E-05	GO:0005515	Calcium-dependent lipid-binding (CaLB domain) family protein	"C2 domain containing protein, putative, expressed"
bradi5g16730.1|pacid:21824889	-2.214959998	195.3210089	0.349979332	-6.328830858	2.47E-10	5.57E-09	"GO:0006886,GO:0005783,GO:0016021"	B-cell receptor-associated 31-like	"prefoldin, putative, expressed"
